"år","Arbeider","Arbeiderske","Bestyrer","Betyrerinne","Brannkonstabel","Brannmann","Butikkbetjent","Butikkdame","Butikkmann","Ekspeditrise","Ekspeditør","Forfatter","Forfatterinne","Forkvinne","Formann","Forrerningskvinne","Forretningsmann","Helsebror","Helsesøster","Husfar","Husholder","Husholderske","Husmor","Jordmor","Kjøpmann","Kontordame","Kontorist","Kontormann","Kunstner","Kunstnerinne","Kvinnelig arbeider","Kvinnelig arbeiderske","Kvinnelig bestyrer","Kvinnelig brannkonstabel","Kvinnelig brannmann","Kvinnelig butikkmann","Kvinnelig ekspeditrise","Kvinnelig ekspeditør","Kvinnelig forfatter","Kvinnelig formann","Kvinnelig kjøpmann","Kvinnelig kontorist","Kvinnelig kunstner","Kvinnelig leder","Kvinnelig lege","Kvinnelig lærer","Kvinnelig pianist","Kvinnelig politibetjent","Kvinnelig politikonstabel","Kvinnelig prest","Kvinnelig sanger","Kvinnelig sangerinne","Kvinnelig skredder","Kvinnelig skuespiller","Kvinnelig skuespillerinne","Kvinnelig sykepleier","Leder","Lege","Lærer","Lærerinne","Mannlig arbeider","Mannlig brannmann","Mannlig ekspeditør","Mannlig forfatter","Mannlig formann","Mannlig jordmor","Mannlig kontorist","Mannlig kunstner","Mannlig leder","Mannlig lege","Mannlig lærer","Mannlig pianist","Mannlig politibetjent","Mannlig politikonstabel","Mannlig prest","Mannlig sanger","Mannlig skuespiller","Mannlig sykepleier","Pianist","Pianistinne","Politibetjent","Politikonstabel","Politikvinne","Politimann","Prest","Renholdsarbeider","Sanger","Sangerinne","Skredder","Skredderske","Skuespiller","Skuespillerinne","Syer","Syerske","Sykepleier","Sykepleierske","Sykesøster","Vaskedame","Vaskehjelp","Vaskekone","Yrkeskvinne","Yrkesmann"
1947,0.0211974744385017,0.000161160007367972,0.00390072997425337,0.00210494703501025,9.20914327816985e-05,8.2224493555088e-05,7.07130644573757e-05,0.000845267793746304,1.64448987110176e-05,0.00324128953594157,0.00171026946594583,0.0043907879558417,0.000463746143650696,4.93346961330528e-06,0.0358137004128541,3.28897974220352e-06,0.00212796989320568,NA,0.000161160007367972,4.27567366486457e-05,0.00011182531123492,0.00210165805526805,0.00616190354701829,0.00083211187477749,0.00363596710500599,0.00778994851940903,0.00117087678822445,0.00120212209577539,0.00269860787847799,0.000134848169430344,0.000335475933704759,9.86693922661056e-06,NA,NA,NA,8.2224493555088e-06,NA,NA,NA,1.64448987110176e-05,0.000651217988956297,8.2224493555088e-06,3.28897974220352e-06,NA,3.78232670353405e-05,8.2224493555088e-06,NA,NA,9.86693922661056e-06,6.90685745862739e-05,NA,NA,NA,NA,NA,NA,0.0105313131345357,0.00610599089140083,0.011425915624415,0.00234175357644891,0.00013978163904365,NA,3.28897974220352e-06,NA,NA,NA,NA,NA,NA,NA,1.15114290977123e-05,NA,NA,NA,NA,NA,3.28897974220352e-06,NA,0.00135177067404565,0.000437434305713068,0.000608461252307651,0.000712064114187062,NA,0.00113634250093132,0.00515876472564622,9.86693922661056e-06,0.0043891434659706,0.00113963148067352,0.00128599107920158,NA,0.00199641070351754,0.000480191042361714,1.80893885821194e-05,0.00326266790426589,0.000197338784532211,0.00236642092451543,0.000225295112340941,NA,0.00011182531123492,0.000116758780848225,0.000692330235733841,4.93346961330528e-06
1948,0.0216609102459207,0.000126582509143256,0.00403673012674428,0.0021964151861231,0.000139101658399183,6.53777794476159e-05,6.39867628636241e-05,0.00142857403175961,2.08652487598774e-05,0.00361525210179476,0.00162331635351846,0.00460565590959694,0.000503548003405042,1.25191492559265e-05,0.0419558422063615,1.11281326719346e-05,0.00187926340497296,NA,0.000201697404678815,7.23328623675751e-05,0.000107108276967371,0.00218111400369919,0.00649743846382583,0.000906942812762672,0.00409654383985593,0.00888720495512379,0.00133398490404816,0.00140353573324775,0.00274169368704789,9.04160779594688e-05,0.000485464787813148,NA,4.17304975197548e-06,NA,NA,1.39101658399183e-06,NA,NA,2.78203316798366e-06,8.34609950395097e-06,0.000306023648478202,2.78203316798366e-06,9.7371160879428e-06,4.17304975197548e-06,6.95508291995914e-05,9.7371160879428e-06,NA,4.17304975197548e-06,NA,9.59801442954361e-05,NA,NA,NA,NA,NA,NA,0.0119641336389137,0.00661567487346513,0.0109292173004238,0.00257755373013686,0.000146056741319142,NA,NA,NA,NA,NA,NA,4.17304975197548e-06,NA,NA,1.11281326719346e-05,NA,NA,NA,NA,4.17304975197548e-06,NA,5.56406633596731e-06,0.00111142225060947,0.000335234996742031,0.000446516323461377,0.000632912545716282,1.39101658399183e-06,0.0010891659852656,0.00491724362441111,1.39101658399183e-05,0.0039657882809607,0.000958410426370369,0.00129086338994442,1.39101658399183e-06,0.00215885773835532,0.000489637837565123,2.22562653438692e-05,0.0034552851946357,0.00024342790219857,0.00241897783956179,0.000303241615310218,NA,9.45891277114443e-05,0.000101544210631403,0.000986230758050206,5.56406633596731e-06
1949,0.0238527982693786,0.000127316427234344,0.00332991521539721,0.00225888217804438,5.11890789911278e-05,7.08771862954078e-05,3.93762146085599e-05,0.000665458026884662,1.312540486952e-05,0.00219325515369678,0.00138473021373436,0.00495352779775683,0.000658895324449902,1.0500323895616e-05,0.0356696002734074,1.1812864382568e-05,0.00184543192465451,NA,0.000145691994051672,0.000114191022364824,0.000101065617495304,0.00191630911094991,0.00582899230255381,0.000626081812276102,0.00324853770520619,0.00618600331500476,0.00056570494987631,0.00101459379641389,0.00247282627741756,0.000129941508208248,0.000824275425805853,2.62508097390399e-06,2.62508097390399e-06,NA,NA,1.312540486952e-06,NA,NA,5.25016194780798e-06,9.18778340866397e-06,0.000391137065111695,NA,6.56270243475998e-06,9.18778340866397e-06,4.72514575302718e-05,9.18778340866397e-06,NA,2.62508097390399e-06,3.93762146085599e-06,4.85639980172238e-05,NA,NA,NA,NA,NA,NA,0.0125728253245132,0.00689477517795883,0.0108704603129364,0.00208431429327977,0.000204756315964511,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87524292171197e-06,NA,NA,NA,2.62508097390399e-06,NA,2.62508097390399e-06,3.93762146085599e-06,0.000822962885318901,0.000328135121737999,0.000416075334363783,0.000404262469981215,NA,0.00113272244023957,0.00609806310237897,9.18778340866397e-06,0.0037486156307349,0.000829525587753661,0.001120909575857,1.312540486952e-06,0.00235338509310493,0.00046726441335491,2.62508097390399e-05,0.00284165015425107,0.000149629615512528,0.00188349559877611,0.000262508097390399,NA,0.000148317075025576,0.000106315779443112,0.000830838128240613,1.312540486952e-06
1950,0.024578355194278,0.000125640949216625,0.00317461091485967,0.00182739162771507,3.35871844440483e-05,7.71261272418886e-05,4.85148219747364e-05,0.000579689924108388,9.95175835379208e-06,0.00239090994449855,0.00146664038739011,0.00550456633944124,0.000513759525014516,9.95175835379208e-06,0.0351533424149763,7.46381876534406e-06,0.00170423861808689,NA,0.000206498985841186,8.95658251841287e-05,9.57856741552487e-05,0.00170050670870422,0.00534533820578057,0.000522467313574084,0.00296189208004737,0.00542122036322823,0.000541126860487444,0.000697867054559669,0.00286237449650945,0.000100761553332145,0.000663035900321397,NA,NA,NA,NA,2.48793958844802e-06,NA,NA,8.70778855956807e-06,1.61716073249121e-05,0.000432901488389955,4.97587917689604e-06,NA,3.73190938267203e-06,6.46864292996485e-05,2.48793958844802e-06,NA,6.21984897112005e-06,3.73190938267203e-06,5.59786407400804e-05,4.97587917689604e-06,NA,NA,NA,NA,NA,0.0123874512108827,0.00740162027563286,0.0110514276518861,0.00221426623371874,0.00019530325769317,NA,NA,NA,NA,NA,NA,NA,2.48793958844802e-06,4.97587917689604e-06,3.73190938267203e-06,NA,NA,NA,3.73190938267203e-06,NA,7.46381876534406e-06,2.48793958844802e-06,0.000937953224844903,0.000368215059090307,0.000419217820653491,0.00047768440098202,4.97587917689604e-06,0.00108349769076911,0.00595985928412723,2.48793958844802e-06,0.00396079982480925,0.000802360517274486,0.000986468046819639,NA,0.0023834461257332,0.0005647622865777,2.36354260902562e-05,0.00236105466943717,0.000124396979422401,0.00170175067849844,0.000309748478761778,NA,0.000164204012837569,7.58821574476646e-05,0.000827239913158966,1.24396979422401e-06
1951,0.0237762597823654,7.22358724337229e-05,0.00315469449448259,0.00150037459628733,9.47355704048825e-05,8.76304026245164e-05,6.98674831736009e-05,0.00101603899259237,2.01313087110375e-05,0.00281719902491519,0.00150511137480757,0.00452954445998345,0.000419204899041605,1.65787248208544e-05,0.0350640029961071,1.30261409306713e-05,0.00135116607289964,NA,0.000190655335439826,7.93410402140891e-05,9.35513757748215e-05,0.00156432110631062,0.00753266204181822,0.000521045637226854,0.00291785556847038,0.00720464012929132,0.000786305234360525,0.000767358120279548,0.00254483426000116,8.40778187343333e-05,0.00024157570453245,NA,NA,NA,NA,2.36838926012206e-06,NA,NA,4.73677852024413e-06,NA,0.000515124664076549,NA,NA,2.36838926012206e-06,2.24996979711596e-05,8.28936241042722e-06,NA,4.73677852024413e-06,NA,5.68413422429295e-05,NA,NA,NA,NA,NA,NA,0.0112486647909497,0.00603465583479102,0.00939066341638398,0.00198115761609211,8.17094294742112e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.47355704048825e-06,NA,NA,NA,5.92097315030516e-06,NA,NA,NA,0.000795778791401013,0.000274733154174159,0.00040144197959069,0.000479598825174718,NA,0.00109301164354633,0.0049807226140367,2.36838926012206e-06,0.00314403674281204,0.000709332583406558,0.00099827607314145,NA,0.00178339711287191,0.000511572080186366,2.13155033410986e-05,0.00235773150845151,0.000124340436156408,0.00153826882444928,0.000245128288422634,NA,9.35513757748215e-05,9.47355704048825e-05,0.000865646274574614,4.73677852024413e-06
1952,0.0227828373063685,0.000127284498369072,0.0037053931747441,0.00162314932962954,0.000116405481414451,9.57353492006697e-05,7.7241020377813e-05,0.0015524357194245,1.30548203455459e-05,0.00368363514083486,0.00170582985848466,0.00495539222283012,0.000471061434135113,1.63185254319323e-05,0.0376740357138544,1.30548203455459e-05,0.00143059072953273,NA,0.000315491491684025,9.02958407233589e-05,6.41862000322672e-05,0.00157745745842013,0.00664599145757831,0.000629895081672588,0.00317776085244496,0.00897736479095371,0.000991078444566024,0.00116949432262182,0.00274586387934648,9.7911152591594e-05,0.000187119091619491,NA,NA,NA,NA,NA,NA,NA,6.52741017277293e-06,5.43950847731078e-06,0.000652741017277293,NA,NA,NA,4.35160678184862e-05,2.39338373001674e-05,NA,5.43950847731078e-06,NA,2.28459356047053e-05,3.26370508638647e-06,NA,NA,NA,NA,2.17580339092431e-06,0.0117351955889503,0.00659703588128251,0.00965839125231301,0.00219647352313809,7.28894135959644e-05,2.17580339092431e-06,NA,NA,NA,NA,NA,NA,NA,NA,2.06701322137809e-05,NA,NA,NA,NA,NA,4.35160678184862e-06,NA,0.000777849712255441,0.000299172966252093,0.000308964081511252,0.000652741017277293,1.08790169546216e-06,0.00109551700733039,0.00537097067049666,3.26370508638647e-06,0.00330178164572764,0.000722366725786871,0.000937771261488378,NA,0.00206483741798717,0.000528720223994607,2.39338373001674e-05,0.00355743854416125,0.000197998108574112,0.00184072966872197,0.000318755196770411,NA,0.00011096597293714,7.50652169868887e-05,0.000830068993637624,5.43950847731078e-06
1953,0.0243945744050395,9.58320251616565e-05,0.00409948107635975,0.00167367243943944,0.000118096031007294,8.61520226200751e-05,6.00160157578051e-05,0.00168722444299765,9.68000254158147e-06,0.00408302507203906,0.0017762804663802,0.00527463338490774,0.000528528138770348,2.03280053373211e-05,0.0405563066484639,1.93600050831629e-05,0.00135132835480477,NA,0.00027684807268923,8.90560233825495e-05,9.8736025924131e-05,0.00139101636522526,0.00874685029657301,0.000544984143091037,0.00337541688624946,0.00928505843788494,0.000871200228742332,0.00118096031007294,0.00294756077391156,0.00010454402744908,0.00017230404524015,NA,NA,NA,NA,NA,NA,1.93600050831629e-06,1.93600050831629e-06,4.84000127079073e-06,0.000353320092767724,2.90400076247444e-06,NA,1.16160030498978e-05,7.06640185535447e-05,2.42000063539537e-05,4.84000127079073e-06,4.84000127079073e-06,8.71200228742332e-06,6.77600177910703e-06,1.93600050831629e-06,NA,NA,1.93600050831629e-06,NA,1.93600050831629e-06,0.0124649392727945,0.00761428999920798,0.0115569550343941,0.0027568647238424,8.32480218576006e-05,NA,NA,NA,NA,1.93600050831629e-06,2.90400076247444e-06,1.93600050831629e-06,3.87200101663259e-06,NA,1.54880040665303e-05,NA,NA,NA,NA,NA,NA,5.80800152494888e-06,0.000937992246279244,0.000286528075230811,0.000549824144361827,0.000600160157578051,9.68000254158147e-07,0.00116837630676888,0.00667436175242042,4.84000127079073e-06,0.00306856080568132,0.000781176205105624,0.000885720232554704,NA,0.00226318459422175,0.000591448155290628,1.93600050831629e-05,0.00322053684558415,0.000203280053373211,0.0018479124851879,0.000390104102425733,3.87200101663259e-06,0.000125840033040559,0.000114224029990661,0.00104737627499911,5.80800152494888e-06
1954,0.0223036030645371,9.99626946560255e-05,0.00411772934867481,0.0017736500134381,8.89576273544447e-05,7.52012932274687e-05,7.52012932274687e-05,0.00199741971523691,3.57664687301376e-05,0.00439285603121433,0.00222302359491932,0.00557865203295966,0.000497979295396531,7.33671153438719e-06,0.0387836913486543,1.74246898941696e-05,0.00148476699677161,NA,0.000385177355555328,0.000104548139365018,9.26259831216383e-05,0.00148384990782981,0.010521761429253,0.000663055304920243,0.00467898778105543,0.00949737308126422,0.000884990828835455,0.00113443902100462,0.00300988590698235,8.89576273544447e-05,0.000279712127248512,NA,NA,NA,NA,NA,NA,4.585444708992e-06,5.5025336507904e-06,6.4196225925888e-06,0.000187086144126873,1.8341778835968e-06,NA,3.6683557671936e-06,4.03519134391296e-05,2.01759567195648e-05,1.8341778835968e-06,1.10050673015808e-05,8.25380047618559e-06,8.52892715872511e-05,1.8341778835968e-06,NA,NA,1.8341778835968e-06,NA,7.33671153438719e-06,0.0121569310124796,0.00856285944957165,0.0138828924009442,0.00298237323872839,0.000134812074444365,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47614014285568e-05,NA,NA,NA,1.8341778835968e-06,NA,6.4196225925888e-06,1.55905120105728e-05,0.000896912985078835,0.000387011533438925,0.000570429321798604,0.000525491963650483,3.6683557671936e-06,0.00117020548973476,0.00698363229179481,3.6683557671936e-06,0.00358856902925714,0.000669474927512831,0.000776774333703244,1.8341778835968e-06,0.00247063760920489,0.00067589455010542,1.46734230687744e-05,0.00312085366893995,0.000272375415714125,0.00223861410692989,0.000455793204073804,NA,0.000150402586454937,9.44601610052351e-05,0.000992290235025868,1.8341778835968e-06
1955,0.0214411248794877,6.24133549805648e-05,0.00413552600056153,0.00185359114517623,9.57574761345651e-05,0.000112857025444309,8.89176564106676e-05,0.00205280089463474,3.41990986194876e-05,0.00438004955569087,0.00235460793995172,0.00508455098725231,0.00061729373008175,4.27488732743594e-06,0.0393161387504284,1.28246619823078e-05,0.00123031257283606,NA,0.000334296189005491,0.000106017205720411,9.74674310655395e-05,0.00135684923772817,0.0112190143021229,0.000691676769579136,0.00463910772773349,0.00964072590083354,0.00101827816139524,0.00121919786578473,0.00295565709818921,0.000123116755030155,0.000229988938216054,NA,NA,NA,NA,8.54977465487189e-07,NA,3.41990986194875e-06,5.98484225841032e-06,1.70995493097438e-06,0.000176980335355848,1.70995493097438e-06,3.41990986194875e-06,4.27488732743594e-06,4.44588282053338e-05,2.99242112920516e-05,NA,5.12986479292313e-06,1.70995493097438e-06,8.80626789451804e-05,2.56493239646157e-06,NA,NA,2.56493239646157e-06,NA,5.12986479292313e-06,0.0123005607959642,0.00871991517050384,0.012280896314258,0.00298045144468834,0.000138506349408925,NA,1.70995493097438e-06,NA,NA,NA,1.28246619823078e-05,NA,NA,5.12986479292313e-06,2.05194591716925e-05,NA,NA,NA,5.98484225841032e-06,NA,8.54977465487189e-06,5.12986479292313e-06,0.000913970910605805,0.000260768126973593,0.000657477670959648,0.000658332648425135,NA,0.0012747714010414,0.00651920317433981,6.83981972389751e-06,0.00317282137442296,0.000609598932892366,0.000713906183681803,5.12986479292313e-06,0.00251876361332526,0.000711341251285341,1.11147070513335e-05,0.00311810281663178,0.000290692338265644,0.00212461900173566,0.000483062268000262,8.54977465487189e-07,0.000147911101529284,8.12228592212829e-05,0.000889176564106676,3.41990986194875e-06
1956,0.023483501011728,5.29964321759306e-05,0.00327448447329644,0.00158641778939753,8.07978392190418e-05,0.000129450301544486,6.08155779068056e-05,0.00150388236223829,6.95035176077779e-06,0.00317804834261564,0.00153950291501228,0.00468453708676423,0.000547340201161251,1.65070854318472e-05,0.0373199137794963,1.73758794019445e-05,0.00121023000034543,NA,0.000287570804102181,9.55673367106946e-05,6.68971356974862e-05,0.00119719809079397,0.00821357819329915,0.000475230301643181,0.00316762281497448,0.00753418130868312,0.000800159246459543,0.00100519462340249,0.00281923643296549,0.000116418391993028,0.000136400653305264,NA,1.73758794019445e-06,NA,NA,8.68793970097223e-07,NA,1.73758794019445e-06,1.73758794019445e-06,7.81914573087501e-06,0.000284964422191889,9.55673367106946e-06,3.47517588038889e-06,9.55673367106946e-06,2.95389949833056e-05,3.30141708636945e-05,NA,1.73758794019445e-06,1.73758794019445e-06,0.000402251608155015,NA,NA,NA,NA,NA,2.60638191029167e-06,0.0125627608076059,0.00803113145957873,0.0110432401539058,0.00233966216147182,9.46985427405974e-05,NA,2.60638191029167e-06,NA,NA,NA,NA,NA,3.47517588038889e-06,NA,2.60638191029167e-05,NA,NA,NA,NA,NA,4.34396985048612e-06,8.68793970097224e-06,0.00101996412089414,0.00020329778900275,0.000565584874533293,0.000495212562955417,NA,0.00124845693502971,0.00701116733868459,1.04255276411667e-05,0.00319889939789798,0.000529964321759306,0.00065072668360282,NA,0.00230925437251842,0.00066028341727389,7.81914573087501e-06,0.00204687859354906,0.00030668427144432,0.00176886452311795,0.000342304824218306,1.73758794019445e-06,0.000127712713604292,6.86347236376807e-05,0.000771489045446335,3.47517588038889e-06
1957,0.0193740514429382,5.78279858789087e-05,0.00384262775731589,0.0018102673840354,8.54848486905607e-05,9.55418897129796e-05,8.12944149312195e-05,0.00180356269002046,1.17332145261554e-05,0.00426083304649814,0.00167868776399209,0.00585152170154407,0.00053888978145128,8.38086751868242e-06,0.0371255669342594,2.26283423004425e-05,0.00112052198724784,NA,0.000331882353739824,6.70469401494594e-05,5.5313725623304e-05,0.0010978936449474,0.00916866906543857,0.000563194297255459,0.00308332116012326,0.00975784405200194,0.000851496139898134,0.00112052198724784,0.0031377967989947,0.000111465537998476,0.000160912656358702,NA,NA,NA,NA,1.67617350373648e-06,NA,NA,4.19043375934121e-06,6.70469401494594e-06,0.000295006536657621,NA,NA,3.35234700747297e-06,3.77139038340709e-05,2.68187760597837e-05,NA,1.67617350373648e-06,1.34093880298919e-05,8.2970588434956e-05,NA,NA,NA,NA,1.67617350373648e-06,NA,0.0127732801852239,0.00774308350051069,0.0111624774481331,0.00266092543718167,5.61518123751722e-05,NA,NA,1.67617350373648e-06,NA,NA,NA,NA,NA,NA,3.35234700747297e-05,NA,NA,NA,3.35234700747297e-06,2.51426025560473e-06,8.38086751868242e-06,1.42474747817601e-05,0.000958771244137269,0.000207845514463324,0.000522966133165783,0.000599232027585793,3.35234700747297e-06,0.00126802525557665,0.00629067915952303,1.08951277742871e-05,0.00309421628789755,0.000723268866862293,0.000664602794231516,8.38086751868242e-07,0.00234161438471987,0.000717402259599215,9.21895427055066e-06,0.0027472483726241,0.000345291741769716,0.00204325550105477,0.000369596257573895,NA,0.000187731432418486,5.36375521195675e-05,0.000697288177554377,5.86660726307769e-06
1958,0.0175504950195131,5.14263760673855e-05,0.00360814090150205,0.00140841913810356,6.88449873160161e-05,0.000103682209813277,4.06434262468047e-05,0.00119276014169194,1.74186112486306e-05,0.00310217171761326,0.00139265944221194,0.00547359122046254,0.000637023497092776,9.95349214207462e-06,0.0384735649598324,1.99069842841492e-05,0.00112142678134041,NA,0.000260449711050953,0.000115294617312364,0.000125248109454439,0.00153283778987949,0.00841153031773156,0.000537488575672029,0.00299683059244297,0.00754225867065704,0.000604674647631033,0.000719139807264891,0.00283674526049127,0.000102023294456265,8.79225139216592e-05,NA,NA,NA,NA,8.29457678506218e-07,NA,NA,7.46511910655596e-06,2.15658996411617e-05,0.000300263679619251,7.46511910655596e-06,2.48837303551866e-06,9.1240344635684e-06,2.82015610692114e-05,1.41007805346057e-05,NA,3.31783071402487e-06,2.48837303551866e-05,0.000176674485521825,NA,NA,NA,4.97674607103731e-06,NA,NA,0.0125488652181206,0.0074170105612026,0.0105772443163113,0.00224783030875185,3.98139685682985e-05,NA,1.65891535701244e-06,NA,NA,NA,NA,NA,NA,NA,7.46511910655596e-06,NA,NA,NA,NA,4.14728839253109e-06,4.14728839253109e-06,9.1240344635684e-06,0.000975442229923313,0.000291969102834189,0.000408922635503566,0.000603845189952527,3.31783071402487e-06,0.00136445788114273,0.0073763671349558,9.1240344635684e-06,0.00326557488027898,0.000607992478345058,0.000487721114961656,2.48837303551866e-06,0.00244690015159334,0.00062955837798622,1.32713228560995e-05,0.00159836494648148,0.000418046669967134,0.00174020220950605,0.000279527237656596,NA,0.000155938043559169,5.47442067814104e-05,0.00062292271655817,1.65891535701244e-06
1959,0.0168809046886069,4.11749074139821e-05,0.00317450462650544,0.00138783658518893,9.52674328401938e-05,0.000138864393631469,2.90646405275168e-05,0.00118842085712513,1.77617247668158e-05,0.0029920432720827,0.00131033087711555,0.00452439570878344,0.0005821001616761,8.8808623834079e-06,0.0375063038985089,2.66425871502237e-05,0.000948637572773117,NA,0.000293875809778225,0.000100918890720544,0.000104148295223602,0.00112221806481245,0.00972938841658624,0.000395602051624534,0.00316966051975086,0.00738887750299537,0.000515090018237658,0.000685441105773937,0.00263761612787215,0.000102533592972073,0.000100918890720544,NA,NA,NA,NA,8.07351125764355e-07,NA,NA,4.03675562882177e-06,2.17984803956376e-05,0.000301949321035869,NA,3.22940450305742e-06,1.21102668864653e-05,3.14866939048098e-05,1.04955646349366e-05,NA,4.84410675458613e-06,1.21102668864653e-05,0.000122717371116182,NA,NA,NA,2.42205337729306e-06,NA,7.26616013187919e-06,0.012207149021557,0.00724759105598661,0.0101524404064868,0.00209588352248426,6.13586855580909e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77617247668158e-05,NA,NA,NA,NA,NA,7.26616013187919e-06,8.07351125764355e-06,0.00117792529249019,0.000322940450305742,0.000520741476118009,0.000552228170022819,4.84410675458613e-06,0.00114724594971115,0.0064709192730013,2.26058315214019e-05,0.00304209904188009,0.000544962009890939,0.000378647677983482,1.61470225152871e-06,0.00245354007119787,0.000698358723786167,9.68821350917226e-06,0.00167202418145798,0.000479566568704027,0.00133132200638542,0.000283380245143288,NA,0.000160662874027107,3.8752854036689e-05,0.000481181270955555,1.61470225152871e-06
1960,0.0161622768348005,4.33088533587623e-05,0.00323715327647698,0.00153709727005506,5.94579173230466e-05,0.00010056462559577,3.00959828425298e-05,0.00117227523413463,2.05533541363618e-05,0.00288701220779682,0.00140937285506481,0.00489536852626417,0.000591642979782414,1.02766770681809e-05,0.0398103788654088,1.02766770681809e-05,0.00103647628716224,NA,0.000338396294887957,7.34048362012921e-05,6.38622074951241e-05,0.00109813634957133,0.00850028003210962,0.000419875663071391,0.00316228034355166,0.0068853736356812,0.000494014547634696,0.000702484282446365,0.00261468026549002,0.00010056462559577,0.000108639157577912,NA,NA,NA,NA,2.20214508603876e-06,NA,NA,8.07453198214213e-06,6.60643525811629e-06,0.000232693330758096,NA,2.93619344805168e-06,3.6702418100646e-06,3.81705148246719e-05,7.56069812873309e-05,NA,NA,5.87238689610337e-06,0.000367758229368473,1.46809672402584e-06,NA,NA,1.46809672402584e-06,NA,4.40429017207753e-06,0.0143440390420945,0.00852083338624599,0.0124692795255135,0.00239299766016212,7.78091263733696e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.70750780113567e-05,NA,NA,NA,2.20214508603876e-06,1.46809672402584e-06,5.13833853409045e-06,1.39469188782455e-05,0.00123540339326775,0.000310502457131466,0.000401524454021068,0.000469056903326256,1.46809672402584e-06,0.00144093693463136,0.00695437418171041,8.07453198214213e-06,0.00309768408769453,0.00054025959444151,0.000381705148246719,1.46809672402584e-06,0.00252072207515237,0.000643760413485332,8.07453198214213e-06,0.00153049083479694,0.000499886934530799,0.00148351173962811,0.000270129797220755,2.20214508603876e-06,0.000180575897055179,5.21174337029174e-05,0.000529982917373329,2.20214508603876e-06
1961,0.0174314062473291,3.49697788771057e-05,0.00307048372179764,0.00145364571018557,5.21118273462752e-05,6.44541022440772e-05,3.63411427546393e-05,0.00109640542008808,2.12561401017701e-05,0.00301974325832889,0.00141936161324723,0.0046976069624912,0.000602028742237232,6.85681938766779e-06,0.0374937740937062,1.78277304079363e-05,0.000907842886927215,NA,0.000292100505914648,8.63959242846142e-05,7.81677410194128e-05,0.000911271296621049,0.00797859503949024,0.000372325292750361,0.00268101638057811,0.00701041214195155,0.000434722349178138,0.000706252396929782,0.00260284863955869,9.46241075498155e-05,9.18813797947484e-05,NA,1.37136387753356e-06,NA,NA,1.37136387753356e-06,NA,1.37136387753356e-06,2.05704581630034e-06,8.91386520396813e-06,0.000264673228363977,NA,NA,4.11409163260067e-06,3.63411427546393e-05,7.95391048969464e-05,NA,5.48545551013423e-06,1.37136387753356e-05,0.000586943739584363,1.37136387753356e-06,NA,1.37136387753356e-06,5.48545551013423e-06,NA,4.79977357136745e-06,0.014088706795841,0.00705086737633879,0.0118430984463798,0.00202550444711707,8.15961507132467e-05,6.85681938766779e-07,1.37136387753356e-06,2.74272775506712e-06,NA,NA,NA,NA,NA,NA,6.5139784182844e-05,NA,NA,NA,3.22270511220386e-05,6.17113744890101e-06,5.48545551013423e-06,1.02852290815017e-05,0.00111354746855725,0.000227646403670571,0.000377810748260495,0.000440893486627039,6.17113744890101e-06,0.00143718934365517,0.00678756551185234,9.5995471427349e-06,0.0030649982662875,0.000524546683156586,0.00038741029540323,NA,0.00220309606925766,0.000641112612746938,8.22818326520135e-06,0.00135147910130932,0.000846817194376972,0.00148244435161378,0.000272901411629178,NA,0.000202961853874967,3.83981885709396e-05,0.00052797509285042,1.37136387753356e-06
