"år","Arbeider","Arbeiderske","Bestyrer","Betyrerinne","Brannkonstabel","Brannmann","Butikkbetjent","Butikkdame","Butikkmann","Ekspeditrise","Ekspeditør","Forfatter","Forfatterinne","Forkvinne","Formann","Forrerningskvinne","Forretningsmann","Helsebror","Helsesøster","Husfar","Husholder","Husholderske","Husmor","Jordmor","Kjøpmann","Kontordame","Kontorist","Kontormann","Kunstner","Kunstnerinne","Kvinnelig arbeider","Kvinnelig arbeiderske","Kvinnelig bestyrer","Kvinnelig brannkonstabel","Kvinnelig brannmann","Kvinnelig butikkmann","Kvinnelig ekspeditrise","Kvinnelig ekspeditør","Kvinnelig forfatter","Kvinnelig formann","Kvinnelig kjøpmann","Kvinnelig kontorist","Kvinnelig kunstner","Kvinnelig leder","Kvinnelig lege","Kvinnelig lærer","Kvinnelig pianist","Kvinnelig politibetjent","Kvinnelig politikonstabel","Kvinnelig prest","Kvinnelig sanger","Kvinnelig sangerinne","Kvinnelig skredder","Kvinnelig skuespiller","Kvinnelig skuespillerinne","Kvinnelig sykepleier","Leder","Lege","Lærer","Lærerinne","Mannlig arbeider","Mannlig brannmann","Mannlig ekspeditør","Mannlig forfatter","Mannlig formann","Mannlig jordmor","Mannlig kontorist","Mannlig kunstner","Mannlig leder","Mannlig lege","Mannlig lærer","Mannlig pianist","Mannlig politibetjent","Mannlig politikonstabel","Mannlig prest","Mannlig sanger","Mannlig skuespiller","Mannlig sykepleier","Pianist","Pianistinne","Politibetjent","Politikonstabel","Politikvinne","Politimann","Prest","Renholdsarbeider","Sanger","Sangerinne","Skredder","Skredderske","Skuespiller","Skuespillerinne","Syer","Syerske","Sykepleier","Sykepleierske","Sykesøster","Vaskedame","Vaskehjelp","Vaskekone","Yrkeskvinne","Yrkesmann"
1930,0.0217998865227182,4.64440720804311e-05,0.00477573182564985,0.00119473371627592,6.08577496226339e-05,4.80455918073426e-06,1.76167169960256e-05,0.000142535255695116,9.60911836146851e-06,0.000811970501544089,0.00106821365784992,0.00451468411016329,0.000456433122169754,1.76167169960256e-05,0.0352062081566937,6.40607890764567e-06,0.00192342519202061,NA,6.08577496226339e-05,8.32790257993938e-05,6.56623088033682e-05,0.000735097554652341,0.00282668231799865,0.000502877194250185,0.00506400537649391,0.00109223645375359,0.000771932508371304,0.000450027043262109,0.00287312639007908,0.000140933735968205,2.72258353574941e-05,NA,NA,NA,NA,8.00759863455709e-06,NA,NA,8.00759863455709e-06,3.20303945382284e-06,0.000482057437800337,NA,3.20303945382284e-06,3.20303945382284e-06,3.20303945382284e-05,8.00759863455709e-06,NA,NA,NA,5.92562298957225e-05,4.80455918073426e-06,NA,NA,NA,NA,NA,0.00696500929233776,0.00633561203966157,0.0115565663493928,0.00204353917153897,1.12106380883799e-05,NA,NA,3.20303945382284e-06,NA,NA,NA,NA,NA,NA,8.00759863455709e-06,NA,NA,NA,NA,NA,3.20303945382284e-06,NA,0.000727089956017784,0.000398778412000943,0.00104579238167316,0.000653420048579859,NA,0.00133726897197103,0.00710914606775979,4.80455918073426e-06,0.00320303945382284,0.000935287520516268,0.00125078690671782,NA,0.00180811577168299,0.000469245279985046,9.60911836146851e-06,0.000565336463599731,4.80455918073426e-05,0.00108743189457285,5.60531904418996e-05,NA,1.60151972691142e-06,0.000140933735968205,NA,NA
1931,0.01979574942606,8.43702027630023e-05,0.00710428355487725,0.00112493603684003,8.90574362498357e-05,6.24964464911128e-06,1.87489339473338e-05,0.000434350303113234,3.12482232455564e-06,0.00058746659701646,0.000918697763419358,0.00497627955185486,0.000531219795174459,9.37446697366692e-06,0.033107492528667,1.40617004605004e-05,0.001895204739843,NA,0.000104681547872614,4.99971571928902e-05,6.24964464911128e-05,0.000715584312323241,0.00301545354319619,0.000629651698397961,0.00617308650215967,0.00139210834558954,0.0011202488033532,0.000509346038902569,0.00268265996563102,0.000209363095745228,3.59354567323899e-05,NA,NA,NA,NA,1.56241116227782e-06,NA,NA,3.12482232455564e-06,NA,0.00057340489655596,4.68723348683346e-06,NA,NA,1.7186522785056e-05,4.68723348683346e-06,NA,1.7186522785056e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.00644182122207145,0.00694179279400035,0.0112571724242117,0.00234049192109217,2.18737562718895e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00111087433637953,0.000354667333837065,0.00112493603684003,0.000570280074231404,4.68723348683346e-06,0.0013733594116422,0.00681679990101813,6.24964464911128e-06,0.00277952945769224,0.00104525306756386,0.00115930908241014,NA,0.00171396504501877,0.000718709134647797,1.56241116227782e-06,0.00114680979311192,7.49957357893354e-05,0.00115305943776103,0.000106243959034892,4.68723348683346e-06,1.09368781359447e-05,9.68694920612248e-05,NA,NA
1932,0.0191237128928278,7.36416005386753e-05,0.00656421011860427,0.00122014024421923,6.93097416834591e-05,1.44395295173873e-06,1.73274354208648e-05,0.000430297979618142,1.44395295173873e-06,0.000470728662266826,0.00107574494904536,0.00535417754504722,0.000529930733288114,1.29955765656486e-05,0.0342289047209666,2.88790590347746e-06,0.00204319342671031,NA,7.21976475869366e-05,8.0861365297369e-05,4.47625415039007e-05,0.000680101840268943,0.00319835578810129,0.000747967629000663,0.00644724992951344,0.001249019303254,0.000937125465678437,0.0004100826382938,0.00239551794693456,0.000151615059932567,1.73274354208648e-05,NA,NA,NA,NA,2.88790590347746e-06,NA,NA,1.29955765656486e-05,NA,0.000506827486060295,NA,4.3318588552162e-06,NA,3.89867296969458e-05,8.66371771043239e-06,NA,1.01076706621711e-05,NA,8.66371771043239e-06,NA,NA,NA,2.88790590347746e-06,NA,NA,0.00636494461126433,0.00713457153454107,0.0127732078110808,0.00219625243959461,1.44395295173873e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21976475869366e-06,NA,NA,NA,NA,NA,NA,NA,0.00119270513813619,0.000369651955645115,0.00122736000897792,0.000564585604129844,1.44395295173873e-06,0.00133421252740659,0.00694108183900808,2.88790590347746e-06,0.0030048660925683,0.000938569418630176,0.00100787916031363,2.88790590347746e-06,0.00239263004103108,0.000713312758158933,4.3318588552162e-06,0.00102231868983102,6.35339298765042e-05,0.00125912697391617,8.0861365297369e-05,NA,2.88790590347746e-06,7.79734593938915e-05,6.49778828282429e-05,NA
1933,0.0198530874491249,4.29560199973604e-05,0.0045533381197202,0.00102501951166115,4.59185041351094e-05,1.4812420688745e-06,2.81435993086155e-05,0.000358460580667628,5.92496827549799e-06,0.000596940553756422,0.00088578275718695,0.00533839641622369,0.000604346764100795,2.96248413774899e-06,0.0330865040924496,1.4812420688745e-06,0.00185747755436862,NA,6.07309248238544e-05,4.29560199973604e-05,6.36934089616034e-05,0.000740621034437249,0.00327502621428151,0.000524359692381572,0.00541986473001179,0.00101020709097241,0.000798389475123354,0.000407341568940487,0.00254329263225751,0.000214780099986802,2.81435993086155e-05,NA,NA,NA,NA,NA,NA,NA,1.03686944821215e-05,NA,0.000565834470310058,NA,4.44372620662349e-06,NA,5.33247144794819e-05,8.88745241324698e-06,NA,2.96248413774899e-06,NA,4.44372620662349e-06,NA,NA,NA,NA,NA,NA,0.00688185065199092,0.00681667600096044,0.0120958227344291,0.00246774928674491,1.1849936550996e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.40621034437249e-06,NA,NA,NA,NA,NA,NA,NA,0.000982063491663792,0.000451778831006722,0.00109908161510488,0.000456222557213345,2.96248413774899e-06,0.00108278795234726,0.00639452201133121,5.92496827549799e-06,0.00307950226119008,0.00116869999234198,0.00103686944821215,NA,0.002207050682623,0.000755433455125994,4.44372620662349e-06,0.000681371351682269,6.96183772371014e-05,0.00119536234958172,6.96183772371014e-05,NA,2.0737388964243e-05,8.73932820635954e-05,5.77684406861054e-05,NA
1934,0.0196425104466908,8.12589751461446e-05,0.00405112927001325,0.000954423598989262,4.28456414406944e-05,2.95487182349617e-06,1.32969232057328e-05,0.000141833847527816,4.43230773524425e-06,0.000502328209994349,0.000747582571344531,0.00526410415355842,0.00052448974867057,8.86461547048851e-06,0.0339485223801475,5.90974364699234e-06,0.00175667129906847,NA,9.30784624401293e-05,9.01235906166331e-05,5.46651287346791e-05,0.000617568211110699,0.00320012618484635,0.000559948210552524,0.00565710210608341,0.000785995905049981,0.000772698981844248,0.000370836413848769,0.00269336566711676,0.000161040514380541,2.06841027644732e-05,NA,2.95487182349617e-06,NA,NA,1.47743591174808e-06,NA,NA,2.95487182349617e-06,2.95487182349617e-06,0.000539264107788051,1.03420513822366e-05,7.38717955874042e-06,8.86461547048851e-06,9.89882060871217e-05,2.95487182349617e-06,NA,NA,2.95487182349617e-06,0.000153653334821801,NA,NA,NA,NA,NA,NA,0.00781711340905911,0.00794121802564595,0.0125301339675355,0.00231514207370925,1.92066668527251e-05,NA,NA,2.95487182349617e-06,NA,NA,NA,NA,NA,1.62517950292289e-05,2.95487182349617e-06,NA,NA,NA,7.38717955874042e-06,NA,2.95487182349617e-06,NA,0.00102977283048841,0.000387088208877998,0.00105636667689988,0.000517102569111829,4.43230773524425e-06,0.00145970668080711,0.0073650180200642,4.43230773524425e-06,0.00310409285058273,0.00120115539625119,0.00104750206142939,NA,0.00250277643450125,0.000723943596756561,2.95487182349617e-06,0.00048607641496512,8.27364110578927e-05,0.00120411026807469,9.75107701753736e-05,NA,NA,0.000125582052498587,0.000186156924880259,7.38717955874042e-06
1935,0.0187755294667732,6.8895758306331e-05,0.00361989796767847,0.000953057989904245,4.01891923453597e-05,1.43532829804856e-06,2.72712376629227e-05,0.000152144799593148,2.87065659609712e-06,0.000610014526670639,0.000816701801589632,0.00524181894447335,0.000463611040269686,1.14826263843885e-05,0.0324513374905799,7.17664149024281e-06,0.00173387658404266,NA,0.000117696920439982,8.03783846907195e-05,4.44951772395054e-05,0.000732017432004767,0.00345483521340289,0.000631544451141367,0.00502077838657387,0.000753547356475495,0.000720534805620378,0.000332996165147266,0.00282042010566542,0.000196639976832653,2.87065659609712e-05,NA,NA,NA,NA,2.87065659609712e-06,NA,NA,7.17664149024281e-06,NA,0.000434904474308714,NA,2.87065659609712e-06,2.87065659609712e-06,3.87538640473112e-05,7.17664149024281e-06,NA,1.86592678746313e-05,2.87065659609712e-06,1.43532829804856e-05,NA,NA,NA,NA,NA,2.87065659609712e-06,0.00714362893938769,0.00834499872485434,0.0112271379473359,0.00198649436449921,8.61196978829137e-06,NA,NA,NA,NA,NA,2.87065659609712e-06,2.87065659609712e-06,NA,NA,NA,NA,NA,NA,NA,NA,5.74131319219425e-06,NA,0.000907127484366691,0.000325819523657024,0.00102051841991253,0.000452128413885297,2.87065659609712e-06,0.00136786786804028,0.00711635770172477,2.87065659609712e-06,0.00321082940273463,0.00101477710672033,0.00111381475928568,NA,0.00251325984988303,0.000849714352444749,4.30598489414569e-06,0.000493752934528705,8.89903544790109e-05,0.00141379837357783,0.000150709471295099,NA,2.87065659609712e-06,0.000104778965757545,0.000157886112785342,5.74131319219425e-06
1936,0.018145264575854,0.00010502971117783,0.00481340110568923,0.00100883801526073,6.90984941959407e-05,4.14590965175644e-06,3.04033374462139e-05,0.000660581604513193,9.6737891874317e-06,0.000790486773601562,0.00094388543071655,0.00434767725480859,0.000457432031577127,4.14590965175644e-06,0.034214810386062,1.38196988391881e-05,0.00169291310780055,NA,0.000117467440133099,5.38968254728337e-05,8.153622315121e-05,0.000671637363584544,0.0036359627645904,0.000552787953567526,0.00589686549468158,0.00176477554176433,0.00115118091330437,0.000391097477149024,0.00249583761035738,0.000167218355954176,3.04033374462139e-05,NA,NA,NA,NA,NA,NA,NA,2.07295482587822e-05,NA,0.000386951567497268,5.52787953567526e-06,NA,NA,4.83689459371585e-05,9.6737891874317e-06,NA,2.48754579105387e-05,2.76393976783763e-06,0.000189329874096877,NA,NA,6.90984941959407e-06,NA,NA,5.52787953567526e-06,0.0084839131173776,0.00811078124871952,0.0117343062843546,0.00233691107370671,9.6737891874317e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38196988391881e-05,NA,NA,NA,NA,NA,NA,5.52787953567526e-06,0.000783576924181967,0.000317853073301327,0.00097843467781452,0.000533440375192662,NA,0.00119264000982194,0.00718486142649391,8.29181930351288e-06,0.00287864326820289,0.000894134514895472,0.00101160195502857,1.38196988391881e-06,0.00201491209075363,0.000673019333468462,6.90984941959407e-06,0.0012852319920445,0.000165836386070258,0.00142066504066854,0.000179656084909446,1.38196988391881e-06,6.90984941959407e-06,0.000102265771409992,0.000295741555158626,NA
1937,0.018708868205334,5.63480656180825e-05,0.0053399620324113,0.00103130064282397,9.04189890150625e-05,1.31042013065308e-06,2.88292428743678e-05,0.000732524853035072,5.24168052261232e-06,0.000867498126492339,0.00105881946556769,0.00487869414642142,0.00057003275683409,1.17937811758777e-05,0.0346134373310705,7.86252078391848e-06,0.00180837978030125,NA,0.000267325706653228,6.68314266633071e-05,6.81418467939602e-05,0.000728593592643113,0.00467295818590888,0.00091467325119585,0.00548541866691379,0.00192631759206003,0.00117282601693451,0.000438990743768782,0.00267194664640163,0.000125800332542696,6.02793260100417e-05,NA,NA,NA,NA,1.31042013065308e-06,NA,NA,9.17294091457156e-06,2.62084026130616e-06,0.00032760503266327,NA,NA,NA,4.06230240502455e-05,6.5521006532654e-06,NA,2.62084026130616e-06,2.62084026130616e-06,1.17937811758777e-05,NA,NA,5.24168052261232e-06,NA,NA,NA,0.00876933151433041,0.00774458297215971,0.0128119776173952,0.00263787572300465,1.703546169849e-05,NA,NA,NA,NA,NA,NA,NA,NA,5.24168052261232e-06,9.17294091457156e-06,NA,NA,NA,NA,NA,NA,2.62084026130616e-06,0.000722041491989847,0.000268636126783881,0.000867498126492339,0.000581826538009968,2.62084026130616e-06,0.00128290130790937,0.00734097357191856,3.93126039195924e-06,0.0036390367028236,0.000883223168060176,0.00117806769745712,1.31042013065308e-06,0.00277284899646192,0.000904189890150625,6.5521006532654e-06,0.001318282651437,0.000116627391628124,0.00186210700565803,0.000146767054633145,NA,7.86252078391848e-06,0.000117937811758777,0.000269946546914535,7.86252078391848e-06
1938,0.0198707372925271,5.78638956032822e-05,0.00401051905002748,0.000967153683654859,8.26627080046888e-05,4.13313540023444e-06,2.47988124014066e-05,0.000155681433408831,1.79102534010159e-05,0.000669567934837979,0.00105394952705978,0.00504793603548633,0.000608948615634541,1.51548298008596e-05,0.0349621923505831,1.23994062007033e-05,0.00152512696268651,NA,0.0002080344818118,9.3684402405314e-05,4.13313540023444e-05,0.000732942677641574,0.00463737791906304,0.000708143865240167,0.00413451311203452,0.00104155012085908,0.00066130166403751,0.000326517696618521,0.00274164648215551,0.000168080839609534,4.40867776025007e-05,NA,NA,NA,NA,4.13313540023444e-06,NA,2.75542360015629e-06,1.10216944006252e-05,6.88855900039073e-06,0.000395403286622428,6.88855900039073e-06,2.75542360015629e-06,2.75542360015629e-06,2.61765242014848e-05,1.51548298008596e-05,NA,NA,NA,0.000454644894025788,NA,NA,NA,2.75542360015629e-06,NA,NA,0.0106386905202034,0.00816707555086325,0.0121335078232882,0.00218505091492394,4.13313540023444e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13313540023444e-06,NA,2.75542360015629e-06,NA,0.00103741698545884,0.000272786936415473,0.000644769122436573,0.000484954553627508,NA,0.0014562413726826,0.00730876109941457,5.51084720031259e-06,0.00379008516201498,0.0009960856314565,0.000913422923451811,NA,0.00279675495415864,0.00101124046125736,1.23994062007033e-05,0.000509753366028914,6.33747428035947e-05,0.00183511211770409,0.000166703127809456,NA,2.75542360015629e-06,0.000110216944006252,0.000294830325216723,4.13313540023444e-06
1939,0.0173385267203546,6.9950204274365e-05,0.00392785603566706,0.000964096293694509,4.71403550544634e-05,1.67272227612612e-05,9.12393968796066e-06,0.000118611215943489,9.12393968796066e-06,0.000749683711027434,0.000929121191557327,0.00441142483912898,0.000564163604038901,1.21652529172809e-05,0.0338802293746272,9.12393968796066e-06,0.00161949929461302,NA,0.000150545004851351,7.45121741183453e-05,8.51567704209661e-05,0.000781617499935296,0.00469578762607042,0.000953451697391889,0.0039643517944189,0.00120588069542547,0.000641717091386566,0.000326941172151923,0.00223992719339434,0.00013685909531941,3.19337889078623e-05,NA,NA,NA,NA,1.52065661466011e-06,NA,NA,1.06445963026208e-05,3.04131322932022e-06,0.000393850063196968,NA,4.56196984398033e-06,2.12891926052415e-05,3.34544455225224e-05,NA,NA,NA,7.60328307330055e-06,1.82478793759213e-05,3.04131322932022e-06,NA,NA,NA,NA,NA,0.0113425776887498,0.00868903189616786,0.0113790734475016,0.00197533294244348,2.28098492199016e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.08262645864044e-06,NA,NA,NA,NA,NA,3.04131322932022e-06,NA,0.00083636113806306,0.000269156220794839,0.000663006283991808,0.000383205466894347,NA,0.00103556715458353,0.00522041415812815,2.43305058345617e-05,0.00372865001914659,0.000941286444474607,0.00106293897364742,1.52065661466011e-06,0.00281625605035052,0.000854609017438981,NA,0.000530709158516378,6.69088910450448e-05,0.00191906864770106,0.000167272227612612,NA,1.97685359905814e-05,7.60328307330055e-05,0.000383205466894347,3.04131322932022e-06
1940,0.0183258517925194,4.54600411602486e-05,0.00358043284178118,0.000789186314541916,8.91016806740873e-05,2.36392214033293e-05,2.54576230497392e-05,9.63752872597271e-05,3.63680329281989e-06,0.000512789264287605,0.000587343731790412,0.00424960464766004,0.00065462459270758,1.63656148176895e-05,0.032003868976815,1.09104098784597e-05,0.00156746221920537,NA,0.000130924918541516,7.45544675028078e-05,6.36440576243481e-05,0.000756455084906537,0.0039495683760024,0.000618256559779381,0.00338768226726173,0.00114013783229904,0.000689174223989369,0.00034367791117148,0.00312401402853229,0.000114559303723827,4.18232378674287e-05,NA,NA,NA,NA,1.81840164640995e-06,NA,NA,NA,3.63680329281989e-06,0.00102739693022162,NA,9.09200823204973e-06,7.27360658563978e-06,2.54576230497392e-05,NA,NA,NA,NA,NA,NA,NA,NA,5.45520493922983e-06,NA,NA,0.0105485479508241,0.00746817556180564,0.0103630709828903,0.00196023697482992,4.90968444530685e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63680329281989e-06,NA,NA,NA,NA,NA,3.63680329281989e-06,3.63680329281989e-06,0.000710995043746288,0.000234573812386883,0.000634622174597071,0.000374590739160449,NA,0.00108922258619956,0.00570250756314159,7.27360658563978e-06,0.00315129005322843,0.000831009552409345,0.000780094306309867,NA,0.00258394873954853,0.00067280860917168,7.27360658563978e-06,0.000601890944961692,9.27384839669072e-05,0.00169838713774689,0.000172748156408945,NA,3.63680329281989e-06,7.27360658563978e-05,0.000369135534221219,3.63680329281989e-06
1941,0.0208727176499531,8.81008842146355e-05,0.00327411653377248,0.000834261434195733,7.37170663836746e-05,3.2363590119662e-05,2.15757267464414e-05,0.00015462604168283,5.39393168661034e-06,0.000580746644925047,0.000836059411424603,0.0049210636754175,0.000485453851794931,8.98988614435057e-06,0.031146359535717,5.39393168661034e-06,0.00182494688730317,NA,0.000124060428792038,8.81008842146355e-05,6.83231346970643e-05,0.00100506927093839,0.00501815444577649,0.000756948413354318,0.00421266064724268,0.00182314891007429,0.000909776477808277,0.000681433369741773,0.00313387430992061,0.000142040201080739,5.03433624083632e-05,NA,NA,NA,NA,NA,NA,NA,3.59595445774023e-06,3.59595445774023e-06,0.000562766872636345,5.39393168661034e-06,7.19190891548045e-06,8.98988614435057e-06,3.05656128907919e-05,5.39393168661034e-06,NA,NA,NA,7.19190891548045e-06,NA,NA,NA,NA,NA,NA,0.00971986489927183,0.00701570714705118,0.0120482454106586,0.00179977520609898,7.73130208414149e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000764140322269798,0.000222949176379894,0.000708403028174825,0.00064007989347776,NA,0.00121723058394507,0.00675679842609389,7.19190891548045e-06,0.00268617797993195,0.000812685707449291,0.00127296787804004,3.59595445774023e-06,0.00213599694789769,0.000584342599382787,1.25858406020908e-05,0.000697615164801604,5.39393168661034e-05,0.00148692716827558,0.000186989631802492,1.79797722887011e-06,2.87676356619218e-05,0.000131252337707518,0.000197777495175712,NA
1942,0.0198543574982443,9.99799790092034e-05,0.00314312059010183,0.00121850599417467,5.41558219633185e-05,6.24874868807521e-05,1.45804136055088e-05,0.000308271601945044,1.24974973761504e-05,0.00123100349155082,0.000826917743055287,0.00409293039068926,0.000358261591449646,1.45804136055088e-05,0.0201272195242903,NA,0.00233286617688141,NA,9.7897062779845e-05,7.08191517981857e-05,9.58141465504866e-05,0.00180588837085374,0.00402002832266172,0.00059987987405522,0.00372008838563411,0.00404918914987274,0.000756098591257101,0.0011268576800829,0.00339098762139548,0.000118726225073429,0.000214540371623916,NA,NA,NA,NA,NA,NA,NA,NA,1.24974973761504e-05,0.000576967795532278,NA,NA,NA,5.41558219633185e-05,6.24874868807521e-06,NA,4.16583245871681e-06,NA,4.16583245871681e-06,NA,NA,NA,NA,NA,NA,0.00988343750830563,0.00577176087155214,0.011518526748352,0.00165383548611057,2.91608272110177e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000537392387174468,0.000166633298348672,0.000499899895046017,0.000704025685523141,NA,0.00137264179514719,0.00713815391801125,4.16583245871681e-06,0.00255990404588148,0.000810254413220419,0.00150594843382613,2.0829162293584e-06,0.00238493908261537,0.000424914910789114,6.24874868807521e-06,0.0013268176381013,7.91508167156194e-05,0.00165383548611057,0.000187462460642256,NA,5.41558219633185e-05,0.000193711209330332,0.000202042874247765,NA
1943,0.0233823015325081,0.000184892528356461,0.00294727494606311,0.00179389774536328,7.70385534818587e-05,0.00012766388862708,1.98099137524779e-05,0.000479840133115577,8.80440611221242e-06,0.00158479310019824,0.000761581128706374,0.0047829936204594,0.000209104645165045,1.76088122244248e-05,0.0192530350658805,2.20110152805311e-06,0.00170585368424116,NA,7.92396550099118e-05,8.14407565379649e-05,0.000147473802379558,0.00295387825064727,0.00423932154303028,0.000539269874373011,0.00364722523198399,0.00659670127957516,0.000821010869963808,0.00116218160681204,0.00425032705067055,0.000187093629884514,0.00060970512327071,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000462231320891152,NA,6.60330458415932e-06,4.40220305610621e-06,3.08154213927435e-05,4.40220305610621e-06,NA,NA,1.10055076402655e-05,8.80440611221242e-06,NA,NA,NA,NA,NA,NA,0.00938989911867455,0.00634357460384905,0.00942731784465145,0.00177188673008275,9.24462641782304e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000913457134142039,0.000288344300174957,0.000534867671316905,0.000843021885244339,NA,0.00105652873346549,0.00671996296514613,8.80440611221242e-06,0.00358779549072656,0.000981691281511685,0.00165522834909593,6.60330458415932e-06,0.00232876541668019,0.000515057757564427,8.80440611221242e-06,0.00257088658476603,0.000114457279458761,0.00213726958373957,0.000281740995590797,NA,0.000195898035996726,0.000367583955184869,0.000147473802379558,2.20110152805311e-06
1944,0.0189987418448398,0.00012801462439069,0.00305177720645664,0.00232255104251681,0.000102868894599662,0.000109726820906306,1.14298771777402e-05,0.000521202399304954,2.28597543554804e-06,0.00158646695227034,0.00098068346185011,0.00444622222214094,0.00031546461010563,2.28597543554804e-06,0.0166464731216608,9.14390174219217e-06,0.00165961816620788,NA,7.31512139375374e-05,0.00010515487003521,0.000208023764634872,0.00370099423015228,0.00475940085681103,0.000797805427006267,0.00418333504705292,0.00633215195646808,0.000694936532406605,0.000964681633801274,0.0035638357040194,0.000173734133101651,0.000891530419863737,NA,NA,NA,NA,6.85792630664413e-06,NA,NA,NA,NA,0.000320036560976726,4.57195087109609e-06,NA,2.28597543554804e-05,2.28597543554804e-05,4.57195087109609e-06,NA,NA,NA,4.57195087109609e-06,NA,NA,NA,NA,NA,NA,0.00902503101954367,0.00686935618382187,0.00924448466135628,0.00183335229930953,3.42896315332206e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000667504827180029,0.000246885347039189,0.000475482890593993,0.00100354321620559,NA,0.00123671271063149,0.00671619582964015,4.57195087109609e-06,0.00369870825471673,0.00086409871463716,0.00148131208223513,4.57195087109609e-06,0.00231569311621017,0.00045490911167406,1.37158526132883e-05,0.00247571139669853,0.000137158526132883,0.00234998274774339,0.000381757897736523,NA,0.0002331694944259,0.000587495686935847,0.00019887986289268,NA
1945,0.0181906338474405,7.86949218025714e-05,0.00331325798973903,0.00259895023799261,7.06236477715384e-05,6.86058292637801e-05,1.81603665698242e-05,0.000548846634110241,1.00890925387912e-05,0.00228618836929009,0.00115419218643771,0.0041506526704587,0.00032083314273356,2.01781850775824e-06,0.0314840221765518,2.01781850775824e-06,0.00195123049700222,NA,0.000123086928973253,6.25523737405054e-05,0.000151336388081868,0.0027926608147374,0.00577096093218857,0.00049234771589301,0.00414056357791991,0.00736301973480982,0.000916089602522241,0.00113199618285237,0.00279467863324516,0.000117033473449978,0.000308726231687011,NA,NA,NA,NA,2.01781850775824e-06,NA,NA,1.41247295543077e-05,NA,0.000443920071706813,4.03563701551648e-06,NA,NA,8.07127403103296e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0111242334332712,0.00560549981455239,0.0110435206929608,0.00208440651851426,5.44810997094725e-05,NA,NA,4.03563701551648e-06,NA,NA,1.21069110465494e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00113401400136013,0.000322850961241318,0.000629559374420571,0.000813180858626571,NA,0.00141247295543077,0.00640052030660914,NA,0.00615434644866263,0.00107953290165066,0.00132570675959716,1.61425480620659e-05,0.00195123049700222,0.000351100420349934,2.01781850775824e-05,0.00298435357297444,0.000153354206589626,0.00258684332694606,0.000254245131977538,NA,0.000294601502132703,0.000351100420349934,0.000211870943314615,4.03563701551648e-06
1946,0.0191009215488395,0.000152486348499139,0.00294378908576232,0.00200318908344132,9.14918090994832e-05,9.30969285573689e-05,1.28409556630854e-05,0.000390044028266218,4.81535837365701e-06,0.00258103208828016,0.00141892560077093,0.00501118294751906,0.000383623550434675,1.60511945788567e-05,0.0329900202179242,4.81535837365701e-06,0.00227605939128188,NA,0.000121989078799311,5.61791810259985e-05,0.000125199317715082,0.00181057474849504,0.00450075495991142,0.000471905120618387,0.00291650205497826,0.00838032868962109,0.000690201366890838,0.00112679385943574,0.0027110467643689,0.000163722184704338,0.000431777134171245,NA,NA,NA,NA,NA,NA,NA,NA,9.63071674731402e-06,0.000606735155080783,3.21023891577134e-06,NA,6.42047783154268e-06,1.9261433494628e-05,4.81535837365701e-06,NA,3.21023891577134e-06,NA,4.65484642786844e-05,NA,NA,NA,3.21023891577134e-06,NA,NA,0.0119212222137169,0.0055440826075371,0.0107864027569917,0.00208665529525137,0.000131619795546625,NA,NA,NA,NA,NA,3.21023891577134e-06,NA,3.21023891577134e-06,NA,8.02559728942835e-06,NA,NA,NA,NA,3.21023891577134e-06,4.81535837365701e-06,NA,0.00140608464510785,0.0005152433459813,0.000595499318875584,0.000677360411227753,NA,0.00118939351829328,0.00529207885264905,4.81535837365701e-06,0.0069453518942713,0.00137077201703436,0.00119099863775117,NA,0.00248954027918067,0.000523268943270728,1.76563140367424e-05,0.0031813467655294,0.000134830034462396,0.00211073208711966,0.000205455290609366,NA,0.000130014676088739,0.000146065870667596,0.000404490103387189,1.60511945788567e-06
