"anno,""kunstner,kunstneren,kunstnere,kunstnerer,kunstnerne"""
1810,0.0018028235151075563
1811,0.0026310244607235986
1812,0.0018834484872188254
1813
1814
1815
1816,0.00008610987447763597
1817,0.0005979847912534758
1818,0.0002913765648742637
1819,0.0003444189021685762
1820,0.00012747915078488914
1821,0.00004979167164583383
1822,0.0002714935812130062
1823,0.0010415170390017754
1824,0.0006703857112074125
1825,0.0010564183134809835
1826,0.00017289935923497468
1827,0.0009646976918803807
1828,0.0004476698782835342
1829,0.0001971978745449659
1830,0.00015212160966568538
1831,0.0006747685608717802
1832,0.0007979821027576516
1833,0.0010269953051643191
1834,0.0006866034332368792
1835,0.0005436350624423115
1836,0.0013802754737551985
1837,0.003920113363350034
1838,0.0031357770560070685
1839,0.002129904706245231
1840,0.0025574482941443785
1841,0.0034965875977596896
1842,0.0025415735154921885
1843,0.0050822646524771855
1844,0.0031364517680662106
1845,0.0019205986923645556
1846,0.0034784277930861355
1847,0.004229450509789769
1848,0.002792105288247416
1849,0.00024977457844295523
1850,0.003414176102096046
1851,0.00290268130426988
1852,0.0037965644732058765
1853,0.002200699971286813
1854,0.00037402379788751357
1855,0.0015864902023474139
1856,0.00030463718726454086
1857,0.0018546723379664815
1858,0.0015781348151595992
1859,0.00035342878940036764
1860,0.001971750129206511
1861,0.0024313254340953662
1862,0.0005235171377074437
1863,0.0003081590501305439
1864,0.00008831144975608378
1865,0.00010567707832468014
1866,0.00012672557998073773
1867
1868,0.0033444548014657655
1869,0.002997484378662442
1870,0.001787312363891727
1871,0.004314198425251202
1872,0.004343344174851571
1873,0.0027144987378057094
1874,0.0022180288429861296
1875,0.0019720309380303943
1876,0.001619239705608141
1877,0.0019774711454747674
1878,0.0026329975883103984
1879,0.002348385984492919
1880,0.0037730630658341997
1881,0.004194730102041687
1882,0.00320507684171728
1883,0.0029612763009741003
1884,0.003770287966136793
1885,0.0030085138735888675
1886,0.0027708073890835906
1887,0.002117695867749679
1888,0.0016351310164172096
1889,0.0018647757235102657
1890,0.001061303227759964
1891,0.000627879095601351
1892,0.0005027224560238184
1893,0.0006427208791444691
1894,0.0006385450084280651
1895,0.0011050669555597004
1896,0.0010374793166879758
1897,0.0008928262461505622
1898,0.00047534188717661283
1899,0.0007544608914823064
1900,0.0005267782248622523
1901,0.0011576105356904038
1902,0.0010877270520661903
1903,0.0008482738405284823
1904,0.001042340367511423
1905,0.0005945508882601281
1906,0.0005521523567144366
1907,0.0005856022721368159
1908,0.0004893665541449837
1909,0.0009046570265384228
1910,0.0006137003841431253
1911,0.0008848959127775082
1912,0.002331741822755638
1913,0.002724722562311044
1914,0.0021451952507305417
1915,0.002392564709507617
1916,0.002179188145551748
1917,0.0022939427435049835
1918,0.002192128220752929
1919,0.0021077619625349616
1920,0.0022529049733929956
1921,0.0021711094889137403
1922,0.0023039732083061227
1923,0.002181278525527117
1924,0.002166403518308694
1925,0.0025659754295606777
1926,0.00247205922109987
1927,0.0025624862179852333
1928,0.002965397051672525
1929,0.0029261438530965365
1930,0.0028731263900790846
1931,0.0026826599656310166
1932,0.0023955179469345557
1933,0.0025432926322575124
1934,0.0026933656671167578
1935,0.0028204201056654245
1936,0.002495837610357378
1937,0.0026719466464016307
1938,0.0027416464821555116
1939,0.002239927193394341
1940,0.0031240140285322855
1941,0.0031338743099206074
1942,0.003390987621395482
1943,0.004250327050670546
1944,0.0035638357040193988
1945,0.002794678633245162
1946,0.002711046764368897
1947,0.002698607878477987
1948,0.002741693687047893
1949,0.00247282627741756
1950,0.0028623744965094455
1951,0.0025448342600011575
1952,0.00274586387934648
1953,0.002947560773911557
1954,0.0030098859069823463
1955,0.0029556570981892115
1956,0.0028192364329654904
1957,0.003137796798994698
1958,0.002836745260491267
1959,0.0026376161278721466
1960,0.0026146802654900244
1961,0.002602848639558693
1962,0.0028233866844732196
1963,0.0029159475912294724
1964,0.002740027617298964
1965,0.003051419963916639
1966,0.003110853354502808
1967,0.0031276199215279077
1968,0.003243610964586462
1969,0.0031515264664433583
1970,0.0027701791875115876
1971,0.002790593833116266
1972,0.002809825133004768
1973,0.0029849969797040702
1974,0.003076291690680677
1975,0.002941787686338989
1976,0.003348626408993462
1977,0.0032168578075218554
1978,0.0034942386864805514
1979,0.003400678414926412
1980,0.003366745531802439
1981,0.003857118157184343
1982,0.004044908167315519
1983,0.003880978401086501
1984,0.004072686921072049
1985,0.003532945873276566
1986,0.0035890928526235706
1987,0.0036532812151405247
1988,0.0035522649185042166
1989,0.0039211282241402405
1990,0.0042289968622822235
1991,0.004440073596792376
1992,0.004840186664119054
1993,0.004411377448323016
1994,0.0045072958920879145
1995,0.0042218271279313374
1996,0.004310488146974338
1997,0.004363705523725189
1998,0.0040683391000138295
1999,0.003939273417992559
2000,0.0038260724374439077
2001,0.004020792863244364
2002,0.004400897410813407
2003,0.004211052703014033
2004,0.004644253793254654
2005,0.004662691808169881
2006,0.004882751666296248
2007,0.00525442328314441
2008,0.004434963936329219
2009,0.004412973169105352
2010,0.0041394330068832514
2011,0.004883227870653056
2012,0.005261232375937098
2013,0.005201253887494376
